Date,Wholesale broiler composite,OT,Retail-wholesale spread for broiler composite,date,start_date,end_date,his_avg_1,his_std_1,his_avg_3,his_std_3,his_avg_5,his_std_5,prior_history_avg,prior_history_std,his_avg_2,his_std_2,his_avg_4,his_std_4,his_avg_6,his_std_6,his_avg_7,his_std_7
1983-01-01,,100.91756,,1983-01-01,1983-01-01,1983-01-31,104.3393132,,100.625053,6.340482112945523,100.625053,6.340482112945523,104.3393132,,104.2856007,0.07596094596896934,100.625053,6.340482112945523,100.625053,6.340482112945523,100.625053,6.340482112945523
1983-02-01,,102.2133514,,1983-02-01,1983-02-01,1983-02-28,105.041272,,100.88562226666666,7.3569639835566605,100.88562226666666,7.3569639835566605,105.041272,,105.1328384,0.1294944447376767,100.88562226666666,7.3569639835566605,100.88562226666666,7.3569639835566605,100.88562226666666,7.3569639835566605
1983-03-01,,103.0803168,,1983-03-01,1983-03-01,1983-03-31,102.7946548,,99.43135946666666,7.524890441537161,99.43135946666666,7.524890441537161,102.7946548,,103.7413388,1.3388133520816077,99.43135946666666,7.524890441537161,99.43135946666666,7.524890441537161,99.43135946666666,7.524890441537161
1983-04-01,,101.621263,,1983-04-01,1983-04-01,1983-04-30,101.9488548,,96.98516306666666,7.599953641652446,96.98516306666666,7.599953641652446,101.9488548,,101.3597986,0.8330512670399608,96.98516306666666,7.599953641652446,96.98516306666666,7.599953641652446,96.98516306666666,7.599953641652446
1983-05-01,,103.1935616,,1983-05-01,1983-05-01,1983-05-31,103.4390286,,97.71083226666667,7.9943596010878855,97.71083226666667,7.9943596010878855,103.4390286,,102.2773913,1.6428032242184671,97.71083226666667,7.9943596010878855,97.71083226666667,7.9943596010878855,97.71083226666667,7.9943596010878855
1983-06-01,,101.455072,,1983-06-01,1983-06-01,1983-06-30,103.6612094,,98.70270113333333,7.332926576536448,98.70270113333333,7.332926576536448,103.6612094,,102.9143523,1.0562154399746384,98.70270113333333,7.332926576536448,98.70270113333333,7.332926576536448,98.70270113333333,7.332926576536448
1983-07-01,,105.7291622,,1983-07-01,1983-07-01,1983-07-31,105.4098888,,103.8654886,5.712491320456626,103.8654886,5.712491320456626,105.4098888,,107.0284429,2.288981159654575,103.8654886,5.712491320456626,103.8654886,5.712491320456626,103.8654886,5.712491320456626
1983-08-01,,106.9239986,,1983-08-01,1983-08-01,1983-08-31,104.0789592,,103.98131386666667,2.698143088498293,103.98131386666667,2.698143088498293,104.0789592,,105.354134,1.803369496556402,103.98131386666667,2.698143088498293,103.98131386666667,2.698143088498293,103.98131386666667,2.698143088498293
1983-09-01,,110.2481296,,1983-09-01,1983-09-01,1983-09-30,103.5172,,104.84261273333334,1.4852032382272877,104.84261273333334,1.4852032382272877,103.5172,,104.040014,0.7393706493985227,104.84261273333334,1.4852032382272877,104.84261273333334,1.4852032382272877,104.84261273333334,1.4852032382272877
1983-10-01,,105.9618056,,1983-10-01,1983-10-01,1983-10-31,102.4454076,,104.19919993333333,1.7197738716093438,104.19919993333333,1.7197738716093438,102.4454076,,103.3573967,1.2897473539564321,104.19919993333333,1.7197738716093438,104.19919993333333,1.7197738716093438,104.19919993333333,1.7197738716093438
1983-11-01,,108.3355678,,1983-11-01,1983-11-01,1983-11-30,101.300239,,102.97760126666667,1.664466367043086,102.97760126666667,1.664466367043086,101.300239,,102.1519695,1.2045288245868104,102.97760126666667,1.664466367043086,102.97760126666667,1.664466367043086,102.97760126666667,1.664466367043086
1983-12-01,,114.1350754,,1983-12-01,1983-12-01,1983-12-31,100.6421184,,102.53627713333333,2.05753992584092,102.53627713333333,2.05753992584092,100.6421184,,101.44173169999999,1.1308239735139025,102.53627713333333,2.05753992584092,102.53627713333333,2.05753992584092,102.53627713333333,2.05753992584092
1984-01-01,,120.6977236,,1984-01-01,1984-01-01,1984-01-31,100.91756,,103.16292046666666,1.9452808927269174,100.69817975,5.179047438411526,100.91756,,102.6284366,2.4195448912667774,100.69817975,5.179047438411526,100.69817975,5.179047438411526,100.69817975,5.179047438411526
1984-02-01,,125.5589072,,1984-02-01,1984-02-01,1984-02-29,102.2133514,,104.15967606666668,1.6880518909871562,101.21755455,6.043508544968624,102.2133514,,103.6273117,1.9996418329171395,101.21755455,6.043508544968624,101.21755455,6.043508544968624,101.21755455,6.043508544968624
1984-03-01,,124.1408596,,1984-03-01,1984-03-01,1984-03-31,103.0803168,,103.52099813333332,1.0207157410451388,100.3435988,6.409215228342183,103.0803168,,102.9374858,0.201993537327313,100.3435988,6.409215228342183,100.3435988,6.409215228342183,100.3435988,6.409215228342183
1984-04-01,,122.974829,,1984-04-01,1984-04-01,1984-04-30,101.621263,,101.4469534,0.6080913453154558,98.14418805,6.624164290797306,101.621263,,101.7850589,0.23164238324111258,98.14418805,6.624164290797306,98.14418805,6.624164290797306,98.14418805,6.624164290797306
1984-05-01,,119.2377432,,1984-05-01,1984-05-01,1984-05-31,103.1935616,,102.58278139999999,1.276397491491316,99.08151459999999,7.079661281209184,103.1935616,,103.31629509999999,0.17357138025752178,99.08151459999999,7.079661281209184,99.08151459999999,7.079661281209184,99.08151459999999,7.079661281209184
1984-06-01,,120.4480128,,1984-06-01,1984-06-01,1984-06-30,101.455072,,102.42792553333334,1.1258901037888982,99.39079385,6.14343235752636,101.455072,,102.5581407,1.559974715769261,99.39079385,6.14343235752636,99.39079385,6.14343235752636,99.39079385,6.14343235752636
1984-07-01,,120.8759936,,1984-07-01,1984-07-01,1984-07-31,105.7291622,,106.59534933333333,1.7839359537525337,104.331407,4.756401778588772,105.7291622,,105.5695255,0.22576038619248517,104.331407,4.756401778588772,104.331407,4.756401778588772,104.331407,4.756401778588772
1984-08-01,,116.215539,,1984-08-01,1984-08-01,1984-08-31,106.9239986,,105.8774222,1.5644687249455542,104.71698504999999,2.6491820959097945,106.9239986,,105.5014789,2.0117466524829095,104.71698504999999,2.6491820959097945,104.71698504999999,2.6491820959097945,104.71698504999999,2.6491820959097945
1984-09-01,,117.94234,,1984-09-01,1984-09-01,1984-09-30,110.2481296,,106.10938586666667,3.6221863903242815,106.19399195,2.9623395464027515,110.2481296,,106.8826648,4.7594859638492535,106.19399195,2.9623395464027515,106.19399195,2.9623395464027515,106.19399195,2.9623395464027515
